Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
FHI;821505;USD;2018;FY;2018-12-31;2019-02-22;2021-02-26;96949000;96949000;222299000;17087000;64672000;-97776000;;;;;206282000;-17274000;-7267000;-170392000;-174439000;-106943000;-35000000;-29247000;-186115000;-159383000
FHI;821505;USD;2019;FY;2019-12-31;2020-02-21;2022-02-25;97259000;97259000;277125000;27999000;5963000;23853000;;;;;334940000;-15045000;-103445000;-57261000;-94683000;-109147000;-35000000;-15740000;-152680000;92085000
FHI;821505;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;96419000;96419000;336022000;29932000;19574000;-12287000;;;;;373241000;-13500000;-25513000;2697000;-24823000;-207765000;-25000000;-66759000;-295136000;59124000
FHI;821505;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;91924000;91924000;272308000;30010000;-119231000;-12704000;;;;;170383000;-10421000;-9429000;-5324000;-155070000;-105764000;148350000;-228349000;-83586000;-70584000
FICO;446774;USD;2017;FY;2017-09-30;2017-11-09;2018-11-09;30862000;32245000;128256000;36214000;56827000;4347000;;;;;225644000;-19828000;0;0;-20605000;-1238000;34000000;-173155000;-180625000;29692000
FICO;446774;USD;2018;FY;2018-09-30;2018-11-09;2020-11-12;29711000;31180000;126482000;30182000;74803000;-8415000;;;;;223052000;-31299000;-2820000;20000000;-14119000;;165000000;-331573000;-218627000;-15595000
FICO;446774;USD;2019;FY;2019-09-30;2019-11-08;2021-11-10;28980000;30294000;192124000;31612000;92080000;-55466000;;;;;260350000;-23981000;-2924000;-15855000;-42760000;;59055000;-206106000;-200047000;16403000
FICO;446774;USD;2020;FY;2020-09-30;2020-11-12;2022-11-09;29067000;29932000;236411000;30367000;139446000;-41308000;;;;;364916000;-21989000;-2649000;;-24583000;;13284000;-192965000;-289424000;50968000
FICO;446774;USD;2021;FY;2021-09-30;2021-11-10;2022-11-09;28734000;29260000;392084000;25592000;18881000;-12740000;;;;;423817000;139862000;-1802000;;137850000;;422824000;-853298000;-523571000;37960000
FIS;88558;USD;2017;FY;2017-12-31;2018-02-22;2019-02-21;330000000;336000000;1294000000;1366000000;-725000000;-194000000;;;;;1741000000;-145000000;;1307000000;690000000;-385000000;-2074000000;55000000;-2480000000;-18000000
FIS;88558;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;328000000;332000000;881000000;1420000000;131000000;-439000000;;;;;1993000000;-127000000;;-16000000;-668000000;-421000000;223000000;288000000;-1236000000;38000000
FIS;88558;USD;2019;FY;2019-12-31;2020-02-20;2022-02-23;445000000;451000000;303000000;2444000000;514000000;-851000000;;;;;2410000000;-200000000;;-6583000000;-7501000000;-656000000;8680000000;161000000;7581000000;2508000000
FIS;88558;USD;2020;FY;2020-12-31;2021-02-18;2022-02-23;619000000;627000000;164000000;3714000000;253000000;311000000;;;;;4442000000;-263000000;;-469000000;-914000000;-868000000;-1372000000;332000000;-2751000000;819000000
FIS;88558;USD;2021;FY;2021-12-31;2022-02-23;2022-02-23;613000000;619000000;424000000;4015000000;835000000;-464000000;;;;;4810000000;-320000000;;-397000000;-1771000000;-961000000;633000000;121000000;-2538000000;253000000
FISV;378146;USD;2017;FY;2017-12-31;2018-02-22;2019-02-21;422200000;431200000;1232000000;444000000;-167000000;-26000000;-75000000;;;49000000;1483000000;-287000000;;-367000000;-657000000;;325000000;-1145000000;-820000000;25000000
FISV;378146;USD;2018;FY;2018-12-31;2019-02-21;2021-02-26;405500000;413700000;1187000000;382000000;152000000;-169000000;-108000000;;;-61000000;1552000000;-360000000;-3000000;-293000000;-663000000;;1034000000;-1871000000;-842000000;90000000
FISV;378146;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;512300000;522600000;914000000;1651000000;194000000;36000000;-7000000;;;43000000;2795000000;-721000000;-45000000;-15032000000;-15680000000;;14740000000;-405000000;14373000000;1489000000
FISV;378146;USD;2020;FY;2020-12-31;2021-02-26;2022-02-24;672100000;683400000;975000000;3210000000;173000000;-211000000;320000000;;;-531000000;4147000000;-900000000;10000000;440000000;-341000000;;-2043000000;-1693000000;-3431000000;391000000
FISV;378146;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;660000000;669700000;1403000000;3196000000;-70000000;-495000000;-358000000;;;-137000000;4034000000;-1160000000;263000000;-848000000;-1630000000;;295000000;-2646000000;-1741000000;636000000
FIT;642125;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;232032000;232032000;-277192000;45693000;294630000;1110000;;;;;64241000;-89160000;66998000;-6556000;-28718000;;0;19011000;4635000;40646000
FIT;642125;USD;2018;FY;2018-12-31;2019-03-01;2019-03-01;244603000;244603000;-185829000;56815000;119466000;122755000;;;;;113207000;-52880000;89629000;-19253000;17496000;;;21470000;1287000;131990000
FIT;642125;USD;2019;FY;2019-12-31;2020-02-27;2020-02-27;257500000;257500000;-320711000;62838000;104322000;-3281000;;;;;-156832000;-36531000;67141000;-4849000;25761000;;-3253000;13018000;-8406000;-139477000
FIVE;902627;USD;2017;FY;2018-01-31;2018-03-22;2019-03-28;55208246;55561472;102451000;33241000;20874000;10815000;;;;;167381000;-67795000;-71355000;;-139150000;;;8099000;8350000;36581000
FIVE;902627;USD;2018;FY;2019-01-31;2019-03-28;2021-03-18;55763034;56220864;149645000;41451000;12612000;-19575000;;;;;184133000;-113720000;74248000;;-39472000;;;2408000;-5582000;139079000
